loan_type,loan_purpose,loan_amount_000s,action_taken,action_taken_name,applicant_sex,applicant_race_1,applicant_income_000s,debt_to_income_ratio,combined_loan_to_value,census_tract_minority_pct,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code,approved
Conventional,Refinancing,474.8,3,Application denied,Female,Asian,121.4,46.1,100.1,18.9,0,0,0,0,0,0,1,0
VA-guaranteed,Home purchase,546.9,1,Loan originated,Male,White,148.9,40.6,62.6,13.6,1,1,0,0,0,2,0,1
Conventional,Refinancing,302.0,3,Application denied,Male,Black or African American,78.0,54.0,49.7,75.2,1,0,1,0,0,0,1,0
Conventional,Home improvement,451.2,3,Application denied,Female,White,100.6,20.3,99.9,19.8,0,1,0,0,0,0,2,0
Conventional,Home purchase,314.8,1,Loan originated,Female,White,92.4,35.5,91.4,58.9,0,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,348.6,1,Loan originated,Male,Asian,85.8,49.8,78.5,5.3,1,0,0,0,0,2,0,1
FHA-insured,Home purchase,265.6,1,Loan originated,Male,Hispanic or Latino,91.5,32.6,76.8,55.4,1,0,0,1,0,1,0,1
Conventional,Refinancing,369.6,1,Loan originated,Female,White,84.0,16.7,94.3,10.6,0,1,0,0,0,0,1,1
Conventional,Home purchase,270.3,1,Loan originated,Male,White,84.1,37.1,72.3,6.9,1,1,0,0,0,0,0,1
Conventional,Home improvement,345.3,3,Application denied,Male,Black or African American,78.1,45.7,105.0,98.8,1,0,1,0,0,0,2,0
Conventional,Home purchase,215.8,1,Loan originated,Male,White,50.1,59.1,95.0,27.6,1,1,0,0,0,0,0,1
Conventional,Home purchase,561.9,1,Loan originated,Female,Asian,132.4,32.6,91.1,12.1,0,0,0,0,0,0,0,1
Conventional,Home purchase,369.5,3,Application denied,Female,White,87.2,42.3,71.2,9.0,0,1,0,0,0,0,0,0
Conventional,Home purchase,234.4,1,Loan originated,Male,White,79.1,52.7,87.6,24.6,1,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,304.0,3,Application denied,Male,Black or African American,117.5,42.1,77.6,74.4,1,0,1,0,0,2,0,0
Conventional,Refinancing,238.0,1,Loan originated,Male,White,70.7,41.6,68.6,48.0,1,1,0,0,0,0,1,1
Conventional,Home purchase,119.8,1,Loan originated,Female,American Indian or Alaska Native,42.1,21.0,59.1,16.3,0,0,0,0,0,0,0,1
Conventional,Home purchase,333.5,1,Loan originated,Male,Hispanic or Latino,78.6,42.0,82.8,59.4,1,0,0,1,0,0,0,1
Conventional,Home purchase,248.4,1,Loan originated,Female,Hispanic or Latino,90.6,22.0,43.6,83.4,0,0,0,1,0,0,0,1
Conventional,Home purchase,106.4,1,Loan originated,Female,Hispanic or Latino,42.1,48.5,85.1,32.6,0,0,0,1,0,0,0,1
Conventional,Refinancing,291.2,1,Loan originated,Female,White,89.5,49.7,89.1,9.6,0,1,0,0,0,0,1,1
Conventional,Cash-out refinancing,370.7,1,Loan originated,Female,White,108.0,52.7,84.6,5.6,0,1,0,0,0,0,3,1
FHA-insured,Cash-out refinancing,564.6,1,Loan originated,Male,White,128.8,24.5,65.7,20.2,1,1,0,0,0,1,3,1
Conventional,Home purchase,154.1,1,Loan originated,Male,White,51.6,31.0,89.2,6.7,1,1,0,0,0,0,0,1
Conventional,Home purchase,435.3,1,Loan originated,Female,White,152.2,28.8,62.9,32.3,0,1,0,0,0,0,0,1
Conventional,Refinancing,362.7,1,Loan originated,Female,Hispanic or Latino,108.7,53.7,84.8,56.2,0,0,0,1,0,0,1,1
Conventional,Refinancing,185.7,1,Loan originated,Female,Hispanic or Latino,66.1,36.5,83.2,93.7,0,0,0,1,0,0,1,1
Conventional,Home purchase,227.2,3,Application denied,Male,Black or African American,60.2,56.1,100.3,80.8,1,0,1,0,0,0,0,0
Conventional,Refinancing,231.7,1,Loan originated,Male,White,60.2,40.5,93.2,12.8,1,1,0,0,0,0,1,1
Conventional,Home improvement,381.8,3,Application denied,Male,White,88.4,38.9,88.8,25.5,1,1,0,0,0,0,2,0
FHA-insured,Home purchase,338.2,1,Loan originated,Female,White,104.4,32.2,74.9,43.2,0,1,0,0,0,1,0,1
Conventional,Home purchase,136.8,1,Loan originated,Male,Black or African American,34.0,35.4,63.3,81.8,1,0,1,0,0,0,0,1
Conventional,Home improvement,242.7,3,Application denied,Female,Hispanic or Latino,85.8,55.5,50.5,81.6,0,0,0,1,0,0,2,0
FHA-insured,Home improvement,219.9,1,Loan originated,Female,Hispanic or Latino,75.8,44.0,38.9,81.7,0,0,0,1,0,1,2,1
Conventional,Refinancing,229.3,1,Loan originated,Male,White,83.9,39.7,89.2,44.0,1,1,0,0,0,0,1,1
Conventional,Home purchase,305.1,1,Loan originated,Female,White,82.4,51.2,52.6,43.5,0,1,0,0,0,0,0,1
Conventional,Home purchase,66.0,3,Application denied,Male,Black or African American,23.5,38.6,54.6,69.3,1,0,1,0,0,0,0,0
Conventional,Home purchase,240.3,1,Loan originated,Male,Hispanic or Latino,55.9,32.9,54.4,78.3,1,0,0,1,0,0,0,1
FHA-insured,Refinancing,50.0,1,Loan originated,Female,Black or African American,15.3,24.3,71.4,65.9,0,0,1,0,0,1,1,1
Conventional,Home purchase,528.3,1,Loan originated,Male,White,125.1,34.0,51.7,25.1,1,1,0,0,0,0,0,1
Conventional,Home purchase,55.2,1,Loan originated,Male,Hispanic or Latino,15.0,39.4,80.7,50.0,1,0,0,1,0,0,0,1
Conventional,Home purchase,351.8,1,Loan originated,Male,White,102.3,36.9,95.9,42.4,1,1,0,0,0,0,0,1
FHA-insured,Cash-out refinancing,250.9,1,Loan originated,Female,Hispanic or Latino,78.3,36.2,69.7,92.2,0,0,0,1,0,1,3,1
Conventional,Home purchase,65.1,1,Loan originated,Female,Hispanic or Latino,15.0,23.9,105.0,81.2,0,0,0,1,0,0,0,1
VA-guaranteed,Refinancing,593.0,1,Loan originated,Male,White,133.0,36.3,57.3,26.2,1,1,0,0,0,2,1,1
FHA-insured,Refinancing,83.9,1,Loan originated,Male,Hispanic or Latino,31.6,42.4,80.1,77.7,1,0,0,1,0,1,1,1
Conventional,Refinancing,275.1,3,Application denied,Female,Black or African American,84.7,38.5,104.3,83.0,0,0,1,0,0,0,1,0
Conventional,Home purchase,123.4,1,Loan originated,Male,Black or African American,42.4,50.8,76.3,39.8,1,0,1,0,0,0,0,1
VA-guaranteed,Cash-out refinancing,354.7,3,Application denied,Female,White,140.3,25.9,58.2,36.3,0,1,0,0,0,2,3,0
Conventional,Cash-out refinancing,334.2,1,Loan originated,Male,White,96.1,27.4,42.6,10.1,1,1,0,0,0,0,3,1
FHA-insured,Refinancing,371.5,1,Loan originated,Male,White,146.7,19.6,75.5,54.0,1,1,0,0,0,1,1,1
Conventional,Refinancing,180.7,1,Loan originated,Male,Hispanic or Latino,44.8,43.0,105.0,48.9,1,0,0,1,0,0,1,1
Conventional,Home purchase,158.8,1,Loan originated,Male,Hispanic or Latino,60.5,45.2,94.5,66.4,1,0,0,1,0,0,0,1
Conventional,Cash-out refinancing,299.8,3,Application denied,Female,White,93.6,39.5,77.4,43.8,0,1,0,0,0,0,3,0
FHA-insured,Home purchase,586.4,1,Loan originated,Male,Black or African American,146.1,47.6,96.4,75.2,1,0,1,0,0,1,0,1
Conventional,Home purchase,133.9,1,Loan originated,Male,White,50.4,42.2,78.4,22.0,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,240.7,1,Loan originated,Male,White,94.1,27.1,76.6,47.2,1,1,0,0,0,1,0,1
Conventional,Home purchase,202.2,1,Loan originated,Female,Black or African American,54.0,11.9,104.8,85.7,0,0,1,0,0,0,0,1
Conventional,Home purchase,333.5,1,Loan originated,Female,White,102.9,24.1,87.8,26.2,0,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,201.8,3,Application denied,Male,White,68.2,36.5,102.8,23.0,1,1,0,0,0,0,3,0
Conventional,Home purchase,319.3,3,Application denied,Female,Hispanic or Latino,114.2,36.1,54.4,89.1,0,0,0,1,0,0,0,0
Conventional,Refinancing,232.6,3,Application denied,Male,Black or African American,66.3,51.8,86.5,69.2,1,0,1,0,0,0,1,0
Conventional,Home purchase,217.0,1,Loan originated,Male,Asian,62.1,20.4,56.1,33.4,1,0,0,0,0,0,0,1
FHA-insured,Home purchase,199.4,1,Loan originated,Male,White,62.7,39.1,68.0,30.0,1,1,0,0,0,1,0,1
Conventional,Home purchase,414.9,1,Loan originated,Male,White,99.2,26.2,70.8,14.9,1,1,0,0,0,0,0,1
Conventional,Home purchase,50.0,3,Application denied,Female,Hispanic or Latino,15.0,47.6,60.9,77.9,0,0,0,1,0,0,0,0
FHA-insured,Home improvement,200.1,3,Application denied,Female,Hispanic or Latino,67.4,23.2,64.8,71.0,0,0,0,1,0,1,2,0
Conventional,Home purchase,60.0,3,Application denied,Male,Black or African American,15.0,49.2,67.7,69.2,1,0,1,0,0,0,0,0
Conventional,Home improvement,123.9,3,Application denied,Female,Hispanic or Latino,31.3,32.4,93.0,51.0,0,0,0,1,0,0,2,0
VA-guaranteed,Refinancing,83.3,3,Application denied,Male,Hispanic or Latino,19.2,44.3,73.9,95.9,1,0,0,1,0,2,1,0
Conventional,Refinancing,165.7,1,Loan originated,Male,Black or African American,62.6,30.7,81.2,79.6,1,0,1,0,0,0,1,1
Conventional,Cash-out refinancing,102.3,1,Loan originated,Male,Hispanic or Latino,35.9,36.1,84.7,88.8,1,0,0,1,0,0,3,1
FHA-insured,Home improvement,291.3,1,Loan originated,Male,White,103.6,35.0,86.0,36.1,1,1,0,0,0,1,2,1
Conventional,Home purchase,287.4,1,Loan originated,Female,White,87.7,46.4,77.7,5.4,0,1,0,0,0,0,0,1
Conventional,Home purchase,314.9,1,Loan originated,Male,Asian,86.4,42.2,89.1,11.3,1,0,0,0,0,0,0,1
Conventional,Home purchase,202.0,1,Loan originated,Female,Black or African American,78.1,38.2,65.2,55.7,0,0,1,0,0,0,0,1
Conventional,Refinancing,201.9,1,Loan originated,Male,White,74.4,24.7,82.4,27.5,1,1,0,0,0,0,1,1
Conventional,Refinancing,327.7,1,Loan originated,Male,White,88.7,36.0,84.1,23.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,415.4,1,Loan originated,Female,Asian,114.9,26.3,85.9,31.4,0,0,0,0,0,0,0,1
Conventional,Refinancing,67.4,3,Application denied,Female,Black or African American,15.0,42.6,36.4,72.3,0,0,1,0,0,0,1,0
FHA-insured,Home purchase,388.3,1,Loan originated,Female,Asian,90.4,41.8,72.2,14.5,0,0,0,0,0,1,0,1
Conventional,Refinancing,314.4,1,Loan originated,Female,Black or African American,77.8,30.5,62.4,88.6,0,0,1,0,0,0,1,1
Conventional,Home purchase,336.2,3,Application denied,Male,White,87.3,50.3,83.6,44.5,1,1,0,0,0,0,0,0
FSA/RHS-guaranteed,Home purchase,241.6,1,Loan originated,Male,Black or African American,68.6,42.2,105.0,57.9,1,0,1,0,0,3,0,1
Conventional,Home improvement,298.0,1,Loan originated,Male,White,113.9,36.1,105.0,56.5,1,1,0,0,0,0,2,1
Conventional,Refinancing,425.0,1,Loan originated,Female,White,123.4,35.7,85.4,18.9,0,1,0,0,0,0,1,1
Conventional,Home purchase,246.2,1,Loan originated,Male,Asian,84.5,53.2,89.1,33.4,1,0,0,0,0,0,0,1
Conventional,Home purchase,220.4,1,Loan originated,Male,Black or African American,66.3,28.7,67.8,82.7,1,0,1,0,0,0,0,1
Conventional,Refinancing,207.7,1,Loan originated,Male,White,81.3,24.6,70.9,23.0,1,1,0,0,0,0,1,1
Conventional,Home purchase,256.8,1,Loan originated,Male,White,93.8,31.2,66.7,58.3,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,151.6,3,Application denied,Male,Hispanic or Latino,51.6,51.3,96.5,97.5,1,0,0,1,0,1,0,0
Conventional,Home purchase,177.0,1,Loan originated,Male,White,46.1,37.8,68.7,61.8,1,1,0,0,0,0,0,1
Conventional,Home purchase,438.9,1,Loan originated,Male,White,112.5,32.9,69.0,35.5,1,1,0,0,0,0,0,1
Conventional,Refinancing,267.4,1,Loan originated,Male,Hispanic or Latino,73.2,44.3,79.4,81.9,1,0,0,1,0,0,1,1
Conventional,Home purchase,276.7,1,Loan originated,Male,White,63.0,33.8,103.5,16.2,1,1,0,0,0,0,0,1
Conventional,Home purchase,414.7,1,Loan originated,Male,White,96.1,29.7,81.7,37.1,1,1,0,0,0,0,0,1
Conventional,Home improvement,374.0,1,Loan originated,Female,White,113.8,36.3,98.9,17.8,0,1,0,0,0,0,2,1
Conventional,Refinancing,336.7,3,Application denied,Female,Black or African American,76.0,36.7,81.5,84.8,0,0,1,0,0,0,1,0
FHA-insured,Refinancing,237.5,3,Application denied,Female,Black or African American,67.3,43.3,82.7,72.0,0,0,1,0,0,1,1,0
FHA-insured,Home improvement,513.8,1,Loan originated,Male,White,137.8,40.0,61.5,24.9,1,1,0,0,0,1,2,1
VA-guaranteed,Home purchase,235.1,1,Loan originated,Female,White,87.2,34.3,34.4,41.5,0,1,0,0,0,2,0,1
FHA-insured,Home purchase,472.0,1,Loan originated,Female,White,158.1,34.9,105.0,42.5,0,1,0,0,0,1,0,1
Conventional,Refinancing,183.7,1,Loan originated,Male,White,59.5,31.3,77.9,31.3,1,1,0,0,0,0,1,1
Conventional,Home purchase,428.1,1,Loan originated,Male,White,103.0,37.0,81.8,36.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,457.4,1,Loan originated,Female,White,122.2,41.3,20.0,32.8,0,1,0,0,0,0,0,1
Conventional,Home purchase,350.2,1,Loan originated,Male,Black or African American,94.3,30.4,72.2,70.4,1,0,1,0,0,0,0,1
Conventional,Refinancing,301.6,3,Application denied,Male,White,67.8,24.5,95.4,12.4,1,1,0,0,0,0,1,0
Conventional,Refinancing,370.1,1,Loan originated,Male,White,87.1,40.1,76.6,15.6,1,1,0,0,0,0,1,1
Conventional,Home purchase,260.9,1,Loan originated,Female,White,77.7,10.7,93.4,29.5,0,1,0,0,0,0,0,1
Conventional,Home purchase,304.4,1,Loan originated,Female,White,87.8,31.2,79.9,22.2,0,1,0,0,0,0,0,1
Conventional,Refinancing,225.5,1,Loan originated,Female,American Indian or Alaska Native,77.3,38.5,73.4,42.5,0,0,0,0,0,0,1,1
Conventional,Home purchase,174.2,1,Loan originated,Male,American Indian or Alaska Native,67.0,24.6,105.0,19.8,1,0,0,0,0,0,0,1
FHA-insured,Home purchase,261.6,1,Loan originated,Male,Hispanic or Latino,78.9,53.4,105.0,91.7,1,0,0,1,0,1,0,1
Conventional,Home purchase,127.2,1,Loan originated,Male,White,39.5,50.1,54.3,22.7,1,1,0,0,0,0,0,1
Conventional,Home purchase,309.6,1,Loan originated,Female,White,79.7,30.7,91.4,26.8,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,309.0,1,Loan originated,Male,White,70.6,35.0,55.3,14.3,1,1,0,0,0,1,1,1
FHA-insured,Home purchase,283.8,1,Loan originated,Male,White,70.2,25.5,104.5,21.5,1,1,0,0,0,1,0,1
FHA-insured,Home purchase,277.4,1,Loan originated,Female,White,96.6,45.0,43.7,27.8,0,1,0,0,0,1,0,1
Conventional,Refinancing,223.8,1,Loan originated,Female,White,85.2,23.4,44.1,47.7,0,1,0,0,0,0,1,1
FHA-insured,Refinancing,359.1,1,Loan originated,Male,White,121.7,45.4,79.6,55.0,1,1,0,0,0,1,1,1
Conventional,Refinancing,198.8,1,Loan originated,Male,Hispanic or Latino,47.2,50.0,41.7,89.7,1,0,0,1,0,0,1,1
Conventional,Refinancing,279.4,1,Loan originated,Male,Hispanic or Latino,88.5,38.5,74.7,63.5,1,0,0,1,0,0,1,1
FHA-insured,Home purchase,313.1,1,Loan originated,Male,White,93.6,37.5,97.2,8.3,1,1,0,0,0,1,0,1
Conventional,Home improvement,286.7,1,Loan originated,Male,Asian,110.8,26.3,86.7,18.7,1,0,0,0,0,0,2,1
FHA-insured,Home purchase,170.2,1,Loan originated,Female,White,45.2,35.2,72.3,23.9,0,1,0,0,0,1,0,1
Conventional,Refinancing,188.3,1,Loan originated,Male,Hispanic or Latino,45.3,25.8,38.6,93.0,1,0,0,1,0,0,1,1
Conventional,Home purchase,387.8,1,Loan originated,Female,White,100.7,34.9,87.7,47.7,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,287.8,1,Loan originated,Male,Black or African American,91.2,31.7,70.1,78.8,1,0,1,0,0,1,0,1
Conventional,Refinancing,104.0,1,Loan originated,Female,White,40.5,50.6,58.3,18.9,0,1,0,0,0,0,1,1
Conventional,Refinancing,323.8,1,Loan originated,Male,White,100.2,40.3,85.1,19.1,1,1,0,0,0,0,1,1
Conventional,Home purchase,185.1,3,Application denied,Male,White,62.7,43.6,79.1,13.4,1,1,0,0,0,0,0,0
Conventional,Home purchase,552.6,3,Application denied,Female,White,124.8,34.8,57.1,25.9,0,1,0,0,0,0,0,0
FHA-insured,Refinancing,137.1,3,Application denied,Male,White,36.2,44.6,60.8,4.6,1,1,0,0,0,1,1,0
Conventional,Refinancing,628.6,1,Loan originated,Male,White,154.3,39.7,79.7,39.4,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,289.8,1,Loan originated,Female,Hispanic or Latino,79.8,39.5,85.1,63.7,0,0,0,1,0,1,0,1
Conventional,Refinancing,264.9,1,Loan originated,Female,White,80.9,43.7,85.9,60.2,0,1,0,0,0,0,1,1
Conventional,Home purchase,367.8,1,Loan originated,Female,White,95.6,26.1,72.8,4.7,0,1,0,0,0,0,0,1
Conventional,Refinancing,251.6,1,Loan originated,Male,White,57.0,39.3,90.6,18.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,473.6,1,Loan originated,Female,White,124.5,31.5,81.2,32.7,0,1,0,0,0,0,0,1
Conventional,Home purchase,481.9,3,Application denied,Male,White,151.7,17.0,72.8,17.4,1,1,0,0,0,0,0,0
Conventional,Refinancing,357.1,3,Application denied,Male,White,88.6,43.7,82.6,71.4,1,1,0,0,0,0,1,0
Conventional,Home purchase,334.9,1,Loan originated,Male,White,79.8,35.3,85.9,10.2,1,1,0,0,0,0,0,1
VA-guaranteed,Refinancing,201.4,1,Loan originated,Male,White,71.7,36.5,100.5,22.4,1,1,0,0,0,2,1,1
Conventional,Home purchase,331.4,1,Loan originated,Female,White,108.4,36.4,57.3,52.3,0,1,0,0,0,0,0,1
Conventional,Refinancing,461.2,1,Loan originated,Female,White,138.0,34.9,100.3,23.6,0,1,0,0,0,0,1,1
Conventional,Refinancing,68.0,3,Application denied,Male,Black or African American,23.6,41.2,68.9,87.7,1,0,1,0,0,0,1,0
FHA-insured,Home purchase,320.9,1,Loan originated,Female,White,118.2,29.6,105.0,44.8,0,1,0,0,0,1,0,1
VA-guaranteed,Home improvement,272.0,1,Loan originated,Female,White,76.1,41.8,43.4,54.2,0,1,0,0,0,2,2,1
Conventional,Home purchase,63.2,3,Application denied,Female,White,15.0,39.2,103.8,37.5,0,1,0,0,0,0,0,0
FHA-insured,Home purchase,138.1,3,Application denied,Male,Black or African American,42.6,29.5,61.6,88.8,1,0,1,0,0,1,0,0
Conventional,Cash-out refinancing,332.9,3,Application denied,Female,Black or African American,115.7,34.7,104.8,53.9,0,0,1,0,0,0,3,0
Conventional,Home purchase,170.0,1,Loan originated,Male,Black or African American,62.7,29.0,103.7,68.9,1,0,1,0,0,0,0,1
VA-guaranteed,Home purchase,463.0,1,Loan originated,Female,Asian,111.5,41.3,79.1,23.6,0,0,0,0,0,2,0,1
Conventional,Home purchase,324.6,1,Loan originated,Female,White,110.4,31.0,68.5,15.1,0,1,0,0,0,0,0,1
Conventional,Home purchase,144.2,1,Loan originated,Male,Black or African American,57.0,43.7,84.1,96.0,1,0,1,0,0,0,0,1
VA-guaranteed,Home purchase,414.4,3,Application denied,Female,Black or African American,108.4,36.4,67.9,55.6,0,0,1,0,0,2,0,0
FHA-insured,Home purchase,93.3,3,Application denied,Male,White,33.9,51.2,66.5,21.3,1,1,0,0,0,1,0,0
Conventional,Home purchase,268.6,1,Loan originated,Male,American Indian or Alaska Native,67.7,46.7,54.1,51.7,1,0,0,0,0,0,0,1
Conventional,Refinancing,208.0,1,Loan originated,Male,Black or African American,55.7,33.4,61.2,35.7,1,0,1,0,0,0,1,1
Conventional,Home purchase,258.2,3,Application denied,Male,White,67.9,34.0,98.9,40.2,1,1,0,0,0,0,0,0
Conventional,Refinancing,293.9,3,Application denied,Female,Hispanic or Latino,116.3,33.5,55.8,76.3,0,0,0,1,0,0,1,0
Conventional,Refinancing,119.2,1,Loan originated,Female,White,46.4,29.0,89.8,34.7,0,1,0,0,0,0,1,1
Conventional,Home purchase,138.0,1,Loan originated,Male,White,47.5,31.8,105.0,6.4,1,1,0,0,0,0,0,1
Conventional,Home purchase,283.5,1,Loan originated,Male,White,110.5,23.6,78.5,6.8,1,1,0,0,0,0,0,1
Conventional,Home purchase,296.3,1,Loan originated,Female,White,69.9,39.3,56.1,44.3,0,1,0,0,0,0,0,1
Conventional,Refinancing,290.3,1,Loan originated,Male,White,73.2,35.5,44.8,35.2,1,1,0,0,0,0,1,1
FHA-insured,Refinancing,493.8,1,Loan originated,Male,White,169.7,34.6,105.0,38.8,1,1,0,0,0,1,1,1
Conventional,Home purchase,298.7,1,Loan originated,Female,White,78.5,37.3,56.1,23.9,0,1,0,0,0,0,0,1
Conventional,Home purchase,325.4,1,Loan originated,Male,White,78.2,35.7,72.3,29.6,1,1,0,0,0,0,0,1
Conventional,Home purchase,331.3,1,Loan originated,Female,White,102.1,46.4,41.9,29.3,0,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,458.1,1,Loan originated,Male,White,106.4,45.3,105.0,5.6,1,1,0,0,0,2,0,1
Conventional,Refinancing,356.6,1,Loan originated,Male,White,80.1,29.7,66.5,10.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,84.8,3,Application denied,Female,White,25.8,34.5,84.2,16.9,0,1,0,0,0,0,0,0
Conventional,Home purchase,246.6,1,Loan originated,Female,Black or African American,87.3,42.9,55.5,56.3,0,0,1,0,0,0,0,1
Conventional,Refinancing,201.9,1,Loan originated,Male,White,59.4,37.9,75.3,22.3,1,1,0,0,0,0,1,1
Conventional,Refinancing,295.0,1,Loan originated,Male,White,100.0,36.8,52.4,12.1,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,423.1,1,Loan originated,Female,White,114.5,43.7,105.0,32.2,0,1,0,0,0,1,0,1
Conventional,Home purchase,229.9,1,Loan originated,Female,White,70.7,47.8,94.2,11.8,0,1,0,0,0,0,0,1
Conventional,Home purchase,234.5,3,Application denied,Male,White,88.7,62.9,51.3,25.6,1,1,0,0,0,0,0,0
Conventional,Refinancing,238.0,1,Loan originated,Male,Black or African American,66.3,50.1,65.1,81.9,1,0,1,0,0,0,1,1
Conventional,Home purchase,636.6,1,Loan originated,Male,White,152.5,32.3,105.0,36.7,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,293.1,1,Loan originated,Female,White,83.3,40.2,88.3,9.8,0,1,0,0,0,1,0,1
FSA/RHS-guaranteed,Cash-out refinancing,130.4,1,Loan originated,Female,Black or African American,40.3,38.2,88.2,82.3,0,0,1,0,0,3,3,1
Conventional,Home improvement,215.1,1,Loan originated,Male,Black or African American,78.2,40.4,52.8,59.7,1,0,1,0,0,0,2,1
FHA-insured,Cash-out refinancing,197.6,3,Application denied,Female,Hispanic or Latino,48.0,33.8,105.0,79.6,0,0,0,1,0,1,3,0
Conventional,Home purchase,224.5,1,Loan originated,Male,American Indian or Alaska Native,71.0,53.8,70.8,29.2,1,0,0,0,0,0,0,1
VA-guaranteed,Refinancing,413.1,1,Loan originated,Female,White,121.6,17.2,76.6,5.5,0,1,0,0,0,2,1,1
Conventional,Home purchase,186.4,1,Loan originated,Female,White,66.0,27.9,66.2,32.3,0,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,167.1,3,Application denied,Male,White,64.4,14.6,79.5,46.1,1,1,0,0,0,0,3,0
Conventional,Home improvement,319.7,1,Loan originated,Female,Hispanic or Latino,112.8,29.2,83.7,96.8,0,0,0,1,0,0,2,1
Conventional,Refinancing,360.9,3,Application denied,Female,White,129.4,52.5,75.1,50.7,0,1,0,0,0,0,1,0
Conventional,Refinancing,223.6,1,Loan originated,Male,White,72.3,43.0,103.4,15.0,1,1,0,0,0,0,1,1
Conventional,Refinancing,130.9,1,Loan originated,Female,Native Hawaiian or Other Pacific Islander,49.8,38.6,56.1,1.0,0,0,0,0,0,0,1,1
Conventional,Home purchase,314.3,3,Application denied,Female,White,78.1,48.3,51.9,19.0,0,1,0,0,0,0,0,0
Conventional,Home purchase,239.0,1,Loan originated,Male,Hispanic or Latino,70.9,40.9,69.8,56.5,1,0,0,1,0,0,0,1
VA-guaranteed,Home purchase,139.8,1,Loan originated,Female,White,39.4,44.2,86.9,78.2,0,1,0,0,0,2,0,1
Conventional,Home purchase,312.8,1,Loan originated,Female,White,107.7,47.9,84.1,2.2,0,1,0,0,0,0,0,1
Conventional,Refinancing,497.9,1,Loan originated,Male,White,114.8,15.9,101.5,20.4,1,1,0,0,0,0,1,1
Conventional,Home purchase,162.3,1,Loan originated,Female,White,44.0,32.6,81.3,22.3,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,417.5,1,Loan originated,Female,Native Hawaiian or Other Pacific Islander,105.7,51.4,105.0,16.7,0,0,0,0,0,1,0,1
Conventional,Cash-out refinancing,141.6,1,Loan originated,Male,Black or African American,54.5,50.8,97.9,81.4,1,0,1,0,0,0,3,1
Conventional,Home purchase,236.5,3,Application denied,Male,Black or African American,58.0,41.2,55.6,80.7,1,0,1,0,0,0,0,0
FHA-insured,Refinancing,121.0,1,Loan originated,Male,Hispanic or Latino,38.1,52.2,68.5,83.9,1,0,0,1,0,1,1,1
