loan_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,action_taken_name,property_type,lien_status,applicant_sex,applicant_race_1,applicant_income_000s,county_code,census_tract_minority_pct,debt_to_income_ratio,combined_loan_to_value,hoepa_status,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code
Conventional,Home purchase,Owner-occupied as a principal dwelling,268.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,71.1,5,38.3,41.2,73.0,Not applicable,1,1,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,187.3,1,Loan originated,Manufactured housing,First lien,Female,White,51.6,5,34.6,52.3,46.1,Not applicable,0,1,0,0,0,0,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,192.3,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,56.6,9,22.1,39.3,105.0,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,329.8,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,126.6,7,10.2,29.3,82.6,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,319.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,74.3,11,21.1,47.4,99.3,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,320.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,111.5,9,22.5,33.9,48.8,Not a HOEPA loan,0,1,0,0,0,0,1
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,396.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,109.5,13,21.6,42.1,54.7,Not applicable,1,1,0,0,0,1,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,241.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,57.6,11,13.4,36.2,75.5,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,322.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,74.2,13,75.6,43.5,52.6,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,247.7,1,Loan originated,Manufactured housing,First lien,Female,White,77.9,5,8.9,48.7,96.3,Not applicable,0,1,0,0,0,0,0
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,324.8,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,99.4,17,26.6,34.8,81.6,Not applicable,0,1,0,0,0,1,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,595.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Female,White,134.4,1,53.8,37.8,83.1,Not applicable,0,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,351.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,81.0,7,11.0,36.6,61.8,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,186.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,49.7,11,55.0,45.7,77.6,Not a HOEPA loan,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,230.8,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,70.9,1,31.4,58.4,73.2,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,259.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,72.3,1,12.2,56.3,57.7,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,462.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,146.2,3,16.7,36.9,50.4,Not a HOEPA loan,0,1,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,531.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,145.2,3,26.1,34.6,44.3,Not applicable,0,1,0,0,0,0,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,319.5,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,White,80.7,5,34.3,21.6,69.0,Not applicable,1,1,0,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,342.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,116.9,19,23.3,34.8,82.8,Not applicable,0,0,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,163.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,55.4,3,21.2,29.1,75.2,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,208.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,63.5,13,66.3,36.9,77.1,Not applicable,1,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,250.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,93.6,13,79.7,38.0,87.1,Not a HOEPA loan,0,0,0,1,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,131.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,White,47.5,5,35.9,42.0,82.1,Not applicable,0,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,556.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,134.3,5,17.6,22.5,92.6,Not applicable,1,0,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,258.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,94.8,17,18.4,35.9,86.2,Not applicable,1,1,0,0,0,0,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,363.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,118.5,3,48.3,39.3,82.7,Not a HOEPA loan,1,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,559.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,125.5,7,24.7,20.8,77.7,Not applicable,1,1,0,0,0,0,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,301.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,82.8,5,64.5,49.6,89.4,Not applicable,1,0,0,1,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,57.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,15.0,3,17.3,24.7,105.0,Not applicable,1,1,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,274.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,72.1,13,34.7,38.0,82.8,Not applicable,1,1,0,0,0,0,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,119.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,35.3,15,68.7,50.9,102.3,Not applicable,0,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,341.8,5,File closed for incompleteness,Multifamily dwelling,First lien,Male,White,108.6,1,12.1,51.3,83.3,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,276.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,68.6,15,29.3,49.9,88.0,Not a HOEPA loan,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,321.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,100.2,9,25.6,33.9,77.3,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,389.6,1,Loan originated,Manufactured housing,First lien,Male,White,129.9,1,21.7,44.6,77.7,Not applicable,1,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,327.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,100.8,19,24.4,38.8,55.6,Not applicable,1,0,1,0,0,1,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,141.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,56.5,1,17.2,38.2,85.4,Not applicable,0,1,0,0,0,0,2
Conventional,Refinancing,Not owner-occupied,227.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,64.7,7,35.8,27.9,83.7,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Not owner-occupied,259.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Hispanic or Latino,59.5,1,86.3,28.8,78.9,Not applicable,1,0,0,1,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,383.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),Not secured,Male,White,97.8,7,6.9,47.4,77.6,Not applicable,1,1,0,0,0,1,0
VA-guaranteed,Refinancing,Not applicable,183.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,71.2,3,48.5,48.0,98.8,Not applicable,1,0,1,0,0,2,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,251.0,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,White,87.3,1,50.7,44.1,68.5,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,298.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,74.2,3,33.0,41.8,62.4,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,276.1,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,62.3,7,19.0,41.0,57.6,Not applicable,1,1,0,0,0,0,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,189.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,70.5,5,15.6,48.8,54.2,Not applicable,0,1,0,0,0,0,3
Conventional,Home purchase,Owner-occupied as a principal dwelling,337.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,93.4,1,22.0,47.8,69.2,Not applicable,0,0,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,331.1,1,Loan originated,Manufactured housing,First lien,Male,White,80.8,17,44.1,39.5,45.4,Not applicable,1,1,0,0,0,1,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,147.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,Hispanic or Latino,44.7,3,51.6,21.1,93.6,Not applicable,0,0,0,1,0,1,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,500.4,2,Application approved but not accepted,Manufactured housing,First lien,Female,White,114.7,1,16.4,23.7,78.5,Not applicable,0,1,0,0,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,323.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,111.9,3,67.7,51.5,46.6,Not applicable,0,0,1,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,231.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,76.4,9,56.9,38.0,93.8,Not a HOEPA loan,0,1,0,0,0,0,1
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,141.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,45.1,17,47.7,39.9,58.5,Not applicable,1,0,1,0,0,2,1
Conventional,Cash-out refinancing,Not applicable,408.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,111.8,1,13.6,37.8,68.9,Not applicable,0,1,0,0,0,0,3
Conventional,Refinancing,Owner-occupied as a principal dwelling,181.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,47.0,3,28.9,40.7,78.8,Not applicable,0,1,0,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,126.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,37.6,3,44.1,28.9,62.8,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,170.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,48.8,3,41.1,43.4,71.7,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,343.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,81.2,17,25.4,39.5,55.3,Not applicable,1,1,0,0,0,0,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,147.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,36.0,5,27.8,25.6,90.3,Not applicable,1,1,0,0,0,0,3
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,447.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,White,116.5,7,20.5,44.5,54.5,Not a HOEPA loan,0,1,0,0,0,2,1
Conventional,Refinancing,Not owner-occupied,250.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,55.6,7,95.6,51.6,105.0,Not applicable,1,0,0,1,0,0,1
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,286.6,1,Loan originated,Multifamily dwelling,First lien,Female,Asian,99.4,1,47.6,31.7,64.3,Not applicable,0,0,0,0,0,2,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,490.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,120.6,13,6.3,38.7,74.0,Not a HOEPA loan,0,1,0,0,0,0,3
Conventional,Home purchase,Owner-occupied as a principal dwelling,236.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,79.5,13,11.9,41.0,83.3,Not applicable,0,1,0,0,0,0,0
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,617.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,168.1,3,54.9,28.8,65.2,Not applicable,1,1,0,0,0,3,0
Conventional,Refinancing,Not applicable,249.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,79.9,3,37.5,37.7,99.5,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,301.3,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,77.5,17,21.8,34.0,83.2,Not applicable,1,1,0,0,0,0,0
Conventional,Home improvement,Not owner-occupied,396.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,100.7,3,39.4,33.8,75.0,Not applicable,1,1,0,0,0,0,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,128.5,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,42.4,1,47.5,45.3,76.8,Not applicable,1,0,0,1,0,0,0
